SIDM00499,Sanger
SIDM00980,Sanger
SIDM00982,Sanger
SIDM00803,Sanger
SIDM00998,Sanger
SIDM00799,Sanger
SIDM00797,Sanger
SIDM00796,Sanger
SIDM00210,Sanger
SIDM01211,Sanger
SIDM01212,Sanger
SIDM00795,Sanger
SIDM00903,Sanger
SIDM00850,Sanger
SIDM00492,Sanger
SIDM00900,Sanger
SIDM00899,Sanger
SIDM00898,Sanger
SIDM00172,Sanger
SIDM01229,Sanger
SIDM00490,Sanger
SIDM00986,Sanger
SIDM00077,Sanger
SIDM00485,Sanger
SIDM00501,Sanger
SIDM00132,Sanger
SIDM01233,Sanger
SIDM00489,Sanger
SIDM00937,Sanger
SIDM00942,Sanger
SIDM00933,Sanger
SIDM00930,Sanger
SIDM00918,Sanger
SIDM00934,Sanger
SIDM00212,Sanger
SIDM00910,Sanger
SIDM00944,Sanger
SIDM00826,Sanger
SIDM00842,Sanger
SIDM00957,Sanger
SIDM00956,Sanger
SIDM00142,Sanger
SIDM00954,Sanger
SIDM00512,Sanger
SIDM00209,Sanger
SIDM00208,Sanger
SIDM00207,Sanger
SIDM00950,Sanger
SIDM00867,Sanger
SIDM00831,Sanger
SIDM00049,Sanger
SIDM00947,Sanger
SIDM00540,Sanger
SIDM00969,Sanger
SIDM00120,Sanger
SIDM00486,Sanger
SIDM00278,Sanger
SIDM01052,Sanger
SIDM01051,Sanger
SIDM01050,Sanger
SIDM01044,Sanger
SIDM00861,Sanger
SIDM00264,Sanger
SIDM00263,Sanger
SIDM00261,Sanger
SIDM00539,Sanger
SIDM00538,Sanger
SIDM01043,Sanger
SIDM01042,Sanger
SIDM00205,Sanger
SIDM00198,Sanger
SIDM00196,Sanger
SIDM00201,Sanger
SIDM00860,Sanger
SIDM01041,Sanger
SIDM01055,Sanger
SIDM00581,Sanger
SIDM00273,Sanger
SIDM00537,Sanger
SIDM00598,Sanger
SIDM01072,Sanger
SIDM01068,Sanger
SIDM00866,Sanger
SIDM00885,Sanger
SIDM00884,Sanger
SIDM00875,Sanger
SIDM00874,Sanger
SIDM00872,Sanger
SIDM00118,Sanger
SIDM00675,Sanger
SIDM00673,Sanger
SIDM00052,Sanger
SIDM00783,Sanger
SIDM00789,Sanger
SIDM00596,Sanger
SIDM00968,Sanger
SIDM00290,Sanger
SIDM00591,Sanger
SIDM00133,Sanger
SIDM00669,Sanger
SIDM00135,Sanger
SIDM00666,Sanger
SIDM00589,Sanger
SIDM00045,Sanger
SIDM00588,Sanger
SIDM00136,Sanger
SIDM00541,Sanger
SIDM00409,Sanger
SIDM00533,Sanger
SIDM00531,Sanger
SIDM00151,Sanger
SIDM00632,Sanger
SIDM00602,Sanger
SIDM00225,Sanger
SIDM00305,Sanger
SIDM00303,Sanger
SIDM00128,Sanger
SIDM00127,Sanger
SIDM00690,Sanger
SIDM01037,Sanger
SIDM00687,Sanger
SIDM00612,Sanger
SIDM00686,Sanger
SIDM00150,Sanger
SIDM00608,Sanger
SIDM00607,Sanger
SIDM00606,Sanger
SIDM00604,Sanger
SIDM00583,Sanger
SIDM00571,Sanger
SIDM00301,Sanger
SIDM00556,Sanger
SIDM00157,Sanger
SIDM00554,Sanger
SIDM00530,Sanger
SIDM01032,Sanger
SIDM01031,Sanger
SIDM00551,Sanger
SIDM01029,Sanger
SIDM01028,Sanger
SIDM01027,Sanger
SIDM01026,Sanger
SIDM01025,Sanger
SIDM01024,Sanger
SIDM00312,Sanger
SIDM00187,Sanger
SIDM00182,Sanger
SIDM00300,Sanger
SIDM00344,Sanger
SIDM00548,Sanger
SIDM00684,Sanger
SIDM00683,Sanger
SIDM01220,Sanger
SIDM00341,Sanger
SIDM00839,Sanger
SIDM00340,Sanger
SIDM00681,Sanger
SIDM00776,Sanger
SIDM00680,Sanger
SIDM00660,Sanger
SIDM00677,Sanger
SIDM00547,Sanger
SIDM01219,Sanger
SIDM00339,Sanger
SIDM01246,Sanger
SIDM00008,Sanger
SIDM00148,Sanger
SIDM00146,Sanger
SIDM00528,Sanger
SIDM00630,Sanger
SIDM00629,Sanger
SIDM00272,Sanger
SIDM00628,Sanger
SIDM00527,Sanger
SIDM00335,Sanger
SIDM00334,Sanger
SIDM00332,Sanger
SIDM00386,Sanger
SIDM00505,Sanger
SIDM00260,Sanger
SIDM00504,Sanger
SIDM00259,Sanger
SIDM00257,Sanger
SIDM00255,Sanger
SIDM00254,Sanger
SIDM00253,Sanger
SIDM00244,Sanger
SIDM00156,Sanger
SIDM00651,Sanger
SIDM00649,Sanger
SIDM00645,Sanger
SIDM00750,Sanger
SIDM00745,Sanger
SIDM00738,Sanger
SIDM00768,Sanger
SIDM00763,Sanger
SIDM00762,Sanger
SIDM00759,Sanger
SIDM00758,Sanger
SIDM00753,Sanger
SIDM00708,Sanger
SIDM00716,Sanger
SIDM00139,Sanger
SIDM00138,Sanger
SIDM00517,Sanger
SIDM00137,Sanger
SIDM00117,Sanger
SIDM00718,Sanger
SIDM01130,Sanger
SIDM01124,Sanger
SIDM01147,Sanger
SIDM00577,Sanger
SIDM00575,Sanger
SIDM00574,Sanger
SIDM00573,Sanger
SIDM00572,Sanger
SIDM00444,Sanger
SIDM00480,Sanger
SIDM00220,Sanger
SIDM00446,Sanger
SIDM00462,Sanger
SIDM00460,Sanger
SIDM00241,Sanger
SIDM00478,Sanger
SIDM00477,Sanger
SIDM00457,Sanger
SIDM00566,Sanger
SIDM00565,Sanger
SIDM01141,Sanger
SIDM00967,Sanger
SIDM00105,Sanger
SIDM00091,Sanger
SIDM00090,Sanger
SIDM00564,Sanger
SIDM00238,Sanger
SIDM00465,Sanger
SIDM00455,Sanger
SIDM00453,Sanger
SIDM01139,Sanger
SIDM01138,Sanger
SIDM01137,Sanger
SIDM01136,Sanger
SIDM01135,Sanger
SIDM00237,Sanger
SIDM00270,Sanger
SIDM00044,Sanger
SIDM00155,Sanger
SIDM00043,Sanger
SIDM00115,Sanger
SIDM00473,Sanger
SIDM00472,Sanger
SIDM00471,Sanger
SIDM00042,Sanger
SIDM00469,Sanger
SIDM00819,Sanger
SIDM00359,Sanger
SIDM00358,Sanger
SIDM00354,Sanger
SIDM00353,Sanger
SIDM01090,Sanger
SIDM01088,Sanger
SIDM00352,Sanger
SIDM00415,Sanger
SIDM00087,Sanger
SIDM00351,Sanger
SIDM01081,Sanger
SIDM01080,Sanger
SIDM00399,Sanger
SIDM00383,Sanger
SIDM00382,Sanger
SIDM00084,Sanger
SIDM00083,Sanger
SIDM01112,Sanger
SIDM00483,Sanger
SIDM00082,Sanger
SIDM01103,Sanger
SIDM00379,Sanger
SIDM01101,Sanger
SIDM01100,Sanger
SIDM01099,Sanger
SIDM01098,Sanger
SIDM01097,Sanger
SIDM00375,Sanger
SIDM00095,Sanger
SIDM00373,Sanger
SIDM01146,Sanger
SIDM01145,Sanger
SIDM00194,Sanger
SIDM00193,Sanger
SIDM01197,Sanger
SIDM00498,Sanger
SIDM00389,Sanger
SIDM00406,Sanger
SIDM00423,Sanger
SIDM01188,Sanger
SIDM00371,Sanger
SIDM01155,Sanger
SIDM01163,Sanger
SIDM01165,Sanger
SIDM00837,Sanger
SIDM00841,Sanger
SIDM01168,Sanger
SIDM00833,Sanger
SIDM00322,Sanger
SIDM00097,Sanger
SIDM00782,Sanger
SIDM01171,Sanger
SIDM00419,Sanger
SIDM00349,Sanger
SIDM00250,Sanger
SIDM00347,Sanger
SIDM00326,Sanger
SIDM00325,Sanger
SIDM00324,Sanger
SIDM00040,Sanger
SIDM01170,Sanger
SIDM01169,Sanger
SIDM00321,Sanger
SIDM01189,Sanger
SIDM00111,Sanger
SIDM01186,Sanger
SIDM00815,Sanger
SIDM00320,Sanger
SIDM00316,Sanger
SIDM00771,Broad
SIDM01331,Broad
SIDM00742,Broad
SIDM01372,Broad
SIDM00702,Broad
SIDM00411,Broad
SIDM00582,Broad
SIDM00130,Broad
SIDM00775,Broad
SIDM01464,Broad
SIDM00746,Broad
SIDM00894,Broad
SIDM00734,Broad
SIDM00715,Broad
SIDM01009,Broad
SIDM00728,Broad
SIDM00810,Broad
SIDM01010,Broad
SIDM00437,Broad
SIDM01595,Broad
SIDM01067,Broad
SIDM01581,Broad
SIDM01172,Broad
SIDM00578,Broad
SIDM00534,Broad
SIDM00387,Broad
SIDM00363,Broad
SIDM01195,Broad
SIDM01320,Broad
SIDM00395,Broad
SIDM01437,Broad
SIDM00428,Broad
SIDM00345,Broad
SIDM01476,Broad
SIDM00226,Broad
SIDM01606,Broad
SIDM01449,Broad
SIDM00494,Broad
SIDM01470,Broad
SIDM01570,Broad
SIDM01492,Broad
SIDM01427,Broad
SIDM01415,Broad
SIDM01571,Broad
SIDM00778,Broad
SIDM01493,Broad
SIDM00125,Broad
SIDM00497,Broad
SIDM01215,Broad
SIDM00529,Broad
SIDM01610,Broad
SIDM01474,Broad
SIDM01479,Broad
SIDM00779,Broad
SIDM01480,Broad
SIDM00920,Broad
SIDM00147,Broad
SIDM01347,Broad
SIDM00787,Broad
SIDM00834,Broad
SIDM00122,Broad
SIDM01384,Broad
SIDM00425,Broad
SIDM01436,Broad
SIDM00919,Broad
SIDM00079,Broad
SIDM01569,Broad
SIDM00611,Broad
SIDM00580,Broad
SIDM00585,Broad
SIDM00657,Broad
SIDM00314,Broad
SIDM01324,Broad
SIDM01056,Broad
SIDM00474,Broad
SIDM01574,Broad
SIDM00748,Broad
SIDM00664,Broad
SIDM01475,Broad
SIDM00402,Broad
SIDM01593,Broad
SIDM00144,Broad
SIDM01317,Broad
SIDM00973,Broad
SIDM01394,Broad
SIDM01363,Broad
SIDM00941,Broad
SIDM01399,Broad
SIDM01065,Broad
SIDM00336,Broad
SIDM00936,Broad
SIDM00158,Broad
SIDM01222,Broad
SIDM00369,Broad
SIDM01191,Broad
SIDM01573,Broad
SIDM01048,Broad
SIDM01087,Broad
SIDM00897,Broad
SIDM01432,Broad
SIDM00614,Broad
SIDM01482,Broad
SIDM00107,Broad
SIDM00988,Broad
SIDM00503,Broad
SIDM01560,Broad
SIDM00274,Broad
SIDM00392,Broad
SIDM00804,Broad
SIDM01030,Broad
SIDM01546,Broad
SIDM00881,Broad
SIDM01084,Broad
SIDM01059,Broad
SIDM00882,Broad
SIDM01629,Broad
SIDM01397,Broad
SIDM01517,Broad
SIDM01529,Broad
SIDM01614,Broad
SIDM00284,Broad
SIDM01587,Broad
SIDM00695,Broad
SIDM01512,Broad
SIDM00609,Broad
SIDM00685,Broad
SIDM01150,Broad
SIDM00401,Broad
SIDM00847,Broad
SIDM01617,Broad
SIDM00828,Broad
SIDM01611,Broad
SIDM00586,Broad
SIDM01190,Broad
SIDM01106,Broad
SIDM00870,Broad
SIDM00983,Broad
SIDM01516,Broad
SIDM01202,Broad
SIDM00740,Broad
SIDM00613,Broad
SIDM00999,Broad
SIDM00989,Broad
SIDM00058,Broad
SIDM01060,Broad
SIDM01371,Broad
SIDM01365,Broad
SIDM01537,Broad
SIDM01486,Broad
SIDM01488,Broad
SIDM01341,Broad
SIDM01473,Broad
SIDM00307,Broad
SIDM01561,Broad
SIDM00062,Broad
SIDM00452,Broad
SIDM00451,Broad
SIDM01511,Broad
SIDM01550,Broad
SIDM00065,Broad
SIDM01398,Broad
SIDM01340,Broad
SIDM01318,Broad
SIDM00800,Broad
SIDM01528,Broad
SIDM00807,Broad
SIDM00858,Broad
SIDM00011,Broad
SIDM00511,Broad
SIDM00414,Broad
SIDM01619,Broad
SIDM01523,Broad
SIDM01241,Broad
SIDM01622,Broad
SIDM01421,Broad
SIDM00140,Broad
SIDM01321,Broad
SIDM01182,Broad
SIDM00890,Broad
SIDM01033,Broad
SIDM01469,Broad
SIDM00315,Broad
SIDM01409,Broad
SIDM01193,Broad
SIDM00239,Broad
SIDM01001,Broad
SIDM01494,Broad
SIDM00887,Broad
SIDM00924,Broad
SIDM00063,Broad
SIDM01181,Broad
SIDM00997,Broad
SIDM00481,Broad
SIDM00823,Broad
SIDM00618,Broad
SIDM01265,Broad
SIDM00015,Broad
SIDM00032,Broad
SIDM00626,Broad
SIDM01463,Broad
SIDM00979,Broad
SIDM01453,Broad
SIDM01338,Broad
SIDM00639,Broad
SIDM01339,Broad
SIDM01337,Broad
SIDM00333,Broad
SIDM01378,Broad
SIDM00678,Broad
SIDM00926,Broad
SIDM01154,Broad
SIDM01575,Broad
SIDM00616,Broad
SIDM00398,Broad
SIDM01472,Broad
SIDM01584,Broad
SIDM00131,Broad
SIDM01489,Broad
SIDM00852,Broad
SIDM01466,Broad
SIDM00682,Broad
SIDM00165,Broad
SIDM01161,Broad
SIDM00921,Broad
SIDM01540,Broad
SIDM00567,Broad
SIDM01497,Broad
SIDM01367,Broad
SIDM01481,Broad
SIDM00119,Broad
SIDM00929,Broad
SIDM01578,Broad
SIDM01194,Broad
SIDM00017,Broad
SIDM01077,Broad
SIDM00166,Broad
SIDM01588,Broad
SIDM01351,Broad
SIDM01551,Broad
SIDM01572,Broad
SIDM01485,Broad
SIDM00328,Broad
SIDM00743,Broad
SIDM01433,Broad
SIDM01582,Broad
SIDM01008,Broad
SIDM01076,Broad
SIDM00853,Broad
SIDM01093,Broad
SIDM00035,Broad
SIDM00447,Broad
SIDM01626,Broad
SIDM01543,Broad
SIDM01151,Broad
SIDM01336,Broad
SIDM00546,Broad
SIDM01368,Broad
SIDM00093,Broad
SIDM01518,Broad
SIDM01387,Broad
SIDM01526,Broad
SIDM00594,Broad
SIDM00722,Broad
SIDM01601,Broad
SIDM01598,Broad
SIDM00713,Broad
SIDM00277,Broad
SIDM00072,Broad
SIDM00078,Broad
SIDM00949,Broad
SIDM01005,Broad
SIDM01559,Broad
SIDM01434,Broad
SIDM00222,Broad
SIDM01554,Broad
SIDM00886,Broad
SIDM00391,Broad
SIDM00405,Broad
SIDM01379,Broad
SIDM00163,Broad
SIDM01393,Broad
SIDM00590,Broad
SIDM00493,Broad
SIDM00318,Broad
SIDM01498,Broad
SIDM00348,Broad
SIDM01545,Broad
SIDM01555,Broad
SIDM01439,Broad
SIDM01525,Broad
SIDM00665,Broad
SIDM01036,Broad
SIDM01576,Broad
SIDM00248,Broad
SIDM00965,Broad
SIDM01070,Broad
SIDM00654,Broad
SIDM01128,Broad
SIDM01082,Broad
SIDM01577,Broad
SIDM00429,Broad
SIDM01612,Broad
SIDM01345,Broad
SIDM01468,Broad
SIDM00995,Broad
SIDM01627,Broad
SIDM01428,Broad
SIDM01465,Broad
SIDM01600,Broad
SIDM01499,Broad
SIDM01585,Broad
SIDM01405,Broad
SIDM01450,Broad
SIDM00720,Broad
SIDM01316,Broad
SIDM01407,Broad
SIDM00993,Broad
SIDM01333,Broad
SIDM01167,Broad
SIDM01500,Broad
SIDM00923,Broad
SIDM01568,Broad
SIDM01328,Broad
SIDM00889,Broad
SIDM01348,Broad
SIDM00074,Broad
SIDM01349,Broad
SIDM01586,Broad
SIDM00006,Broad
SIDM01478,Broad
SIDM01406,Broad
SIDM00173,Broad
SIDM01352,Broad
SIDM01413,Broad
SIDM01411,Broad
SIDM01514,Broad
SIDM00007,Broad
SIDM01113,Broad
SIDM01322,Broad
SIDM01557,Broad
SIDM01357,Broad
SIDM01452,Broad
SIDM01370,Broad
SIDM00027,Broad
SIDM00587,Broad
SIDM01156,Broad
SIDM01458,Broad
SIDM01354,Broad
SIDM01579,Broad
SIDM00159,Broad
SIDM01395,Broad
SIDM01344,Broad
SIDM01346,Broad
SIDM00170,Broad
SIDM01620,Broad
SIDM00755,Broad
